Date,year,site,id,Trap,body,Sex,bodysize,totalarea,area,head,thorax,abdomen,pronotum,elytra,presence,bighead,bigthorax,bigabdomen,bigpronotum,bigelytra,bignum,predbighead,predbigthorax,predbigabdomen,predbigpronotum,predbigelytra,newbigmiteintensity,oldbigintensity,smallhead,smallthorax,smallabdomen,smallpronotum,smallelytra,smallnum,newsmallmiteintensity,oldsmallintensity
13/09/2018,2018,G,975,G1,thorax,m,5.02,139.18458,29.69088,10.76572,29.69088,30.9649,15.78208,51.981,big,1,0,0,0,0,1,0.077348511,0.213320182,0.222473639,0.113389572,0.373468095,0,0.007184704,0,0,0,0,0,0,0,0
13/09/2018,2018,G,976,G1,thorax,f,4.73,125.48817,26.92312,9.74028,26.92312,28.21135,14.01192,46.6015,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/09/2018,2018,G,977,G2,thorax,m,5.06,141.07374,30.07264,10.90716,30.07264,31.3447,16.02624,52.723,big,4,11,0,1,0,16,1.237044967,3.410714425,3.554986208,1.817629844,5.979624557,0.365780989,0.113415863,0,0,0,0,0,0,0,0
13/09/2018,2018,G,978,G2,thorax,f,5.32,153.35328,32.55408,11.82652,32.55408,33.8134,17.61328,57.546,big,3,11,2,0,0,16,1.233911136,3.396505637,3.527895849,1.837668422,6.004018955,0.337899274,0.104334254,0,0,0,0,0,0,0,0
13/09/2018,2018,G,979,G2,thorax,m,4.62,120.29298,25.87328,9.35132,25.87328,27.1669,13.34048,44.561,big,0,13,0,0,0,13,1.010592306,2.796111959,2.935912802,1.441698759,4.815684174,0.502448858,0.108069482,0,0,0,0,0,0,0,0
13/09/2018,2018,G,980,G2,thorax,m,3.57,70.70253,15.85208,5.63852,15.85208,17.19715,6.93128,25.0835,big,0,8,0,0,0,8,0.637999234,1.793664809,1.945859646,0.784275188,2.838201122,0.504665634,0.113150123,0,0,0,0,0,0,0,0
13/09/2018,2018,G,981,G2,thorax,m,4.72,125.01588,26.82768,9.70492,26.82768,28.1164,13.95088,46.416,big,0,13,0,0,0,13,1.009183473,2.789724313,2.923734169,1.450707222,4.826650822,0.484574141,0.10398679,0,0,0,0,0,0,0,0
13/09/2018,2018,G,982,G2,thorax,f,5.26,150.51954,31.98144,11.61436,31.98144,33.2437,17.24704,56.433,big,0,17,0,0,0,17,1.311750753,3.612052495,3.754614849,1.947917725,6.373664177,0.531558304,0.112942147,0,0,0,0,0,0,0,0
13/09/2018,2018,G,983,G2,thorax,m,4.26,103.29054,22.43744,8.07836,22.43744,23.7487,11.14304,37.883,big,0,14,0,0,0,14,1.094940931,3.041170663,3.218898846,1.510327664,5.134661896,0.6239571,0.135540002,0,0,0,0,0,0,0,0
13/09/2018,2018,G,984,G2,thorax,f,5.26,150.51954,31.98144,11.61436,31.98144,33.2437,17.24704,56.433,big,1,10,0,0,0,11,0.848779899,2.337210438,2.429456667,1.260417352,4.124135644,0.312681355,0.073080213,0,0,0,0,0,0,0,0
13/09/2018,2018,G,985,G2,thorax,m,4.98,137.29542,29.30912,10.62428,29.30912,30.5851,15.53792,51.239,big,4,15,1,0,0,20,1.5476525,4.269497118,4.455370762,2.263428744,7.464050877,0.511786093,0.145671283,0,0,0,0,0,0,0,0
13/09/2018,2018,G,986,G2,thorax,m,4.72,125.01588,26.82768,9.70492,26.82768,28.1164,13.95088,46.416,big,1,6,0,0,0,7,0.543406486,1.502159246,1.574318399,0.781150043,2.598965827,0.223649604,0.055992887,0,0,0,0,0,0,0,0
13/09/2018,2018,G,987,G2,thorax,f,4.14,97.62306,21.29216,7.65404,21.29216,22.6093,10.41056,35.657,big,1,10,6,0,0,17,1.332868279,3.707799366,3.937165051,1.812886423,6.209280881,0.469656437,0.174139184,0,0,0,0,0,0,0,0
13/09/2018,2018,G,988,G2,thorax,m,5.21,148.15809,31.50424,11.43756,31.50424,32.76895,16.94184,55.5055,big,1,10,0,0,0,11,0.849181844,2.339032853,2.43293127,1.257847209,4.121006825,0.317417592,0.074245018,0,0,0,0,0,0,0,0
13/09/2018,2018,G,989,G2,thorax,f,4.28,104.23512,22.62832,8.14908,22.62832,23.9386,11.26512,38.254,big,0,11,1,0,0,12,0.938157504,2.605070537,2.755915665,1.29688957,4.403966724,0.486116512,0.115124346,0,0,0,0,0,0,0,0
13/09/2018,2018,G,990,G2,thorax,f,4.29,104.70741,22.72376,8.18444,22.72376,24.03355,11.32616,38.4395,big,0,13,0,0,0,13,1.016143175,2.821279602,2.983897224,1.406204967,4.772475033,0.572088422,0.124155492,0,0,0,0,0,0,0,0
13/09/2018,2018,G,991,G2,thorax,f,5.18,146.74122,31.21792,11.33148,31.21792,32.4841,16.75872,54.949,big,2,11,0,0,0,13,1.003870896,2.765637085,2.877809657,1.484677312,4.86800505,0.35236172,0.088591331,0,0,0,0,0,0,0,0
13/09/2018,2018,G,992,G2,thorax,m,4.62,120.29298,25.87328,9.35132,25.87328,27.1669,13.34048,44.561,big,2,7,1,0,0,10,0.777378697,2.150855353,2.258394463,1.108999045,3.704372441,0.270549385,0.083130371,0,0,0,0,0,0,0,0
13/09/2018,2018,G,993,G2,thorax,f,5.33,153.82557,32.64952,11.86188,32.64952,33.90835,17.67432,57.7315,big,2,7,2,0,0,11,0.84823791,2.334753058,2.424771447,1.263882981,4.128354603,0.214398251,0.071509568,0,0,0,0,0,0,0,0
13/09/2018,2018,G,994,G2,thorax,f,4.37,108.48573,23.48728,8.46732,23.48728,24.79315,11.81448,39.9235,big,1,8,0,0,0,9,0.702450728,1.94850991,2.056845172,0.980131857,3.312062333,0.340609896,0.08296022,0,0,0,0,0,0,0,0
13/09/2018,2018,G,995,G2,thorax,m,4.64,121.23756,26.06416,9.42204,26.06416,27.3568,13.46256,44.932,big,1,2,0,0,0,3,0.23314656,0.644952604,0.676938731,0.333128446,1.111833659,0.076733722,0.024744807,0,0,0,0,0,0,0,0
13/09/2018,2018,G,996,G2,thorax,m,4.41,110.37489,23.86904,8.60876,23.86904,25.17295,12.05864,40.6655,big,0,11,0,0,0,11,0.857952022,2.378796844,2.508744969,1.201768265,4.052737901,0.460848027,0.099660348,0,0,0,0,0,0,0,0
13/09/2018,2018,G,997,G2,thorax,f,3.99,90.53871,19.86056,7.12364,19.86056,21.18505,9.49496,32.8745,big,0,3,0,0,0,3,0.236041799,0.658079621,0.701966595,0.314615483,1.089296501,0.151053143,0.033134998,0,0,0,0,0,0,0,0
13/09/2018,2018,G,998,G2,thorax,f,4.31,105.65199,22.91464,8.25516,22.91464,24.22345,11.44824,38.8105,big,3,9,0,0,0,12,0.937624743,2.602655,2.751310221,1.300296189,4.408113846,0.392762007,0.113580445,0,0,0,0,0,0,0,0
13/09/2018,2018,G,999,G2,thorax,m,4.16,98.56764,21.48304,7.72476,21.48304,22.7992,10.53264,36.028,big,0,7,0,0,0,7,0.548590998,1.525665827,1.619135854,0.747998836,2.558608484,0.325838429,0.071017222,0,0,0,0,0,0,0,0
13/09/2018,2018,G,1001,G3,thorax,m,5.75,173.66175,36.658,13.347,36.658,37.89625,20.238,65.5225,big,4,3,0,0,0,7,0.537994118,1.477619568,1.52753125,0.81575822,2.641096845,0.081837525,0.040308243,0,0,0,0,0,0,0,0
13/09/2018,2018,G,1002,G3,thorax,m,4.51,115.09779,24.82344,8.96236,24.82344,26.12245,12.66904,42.5205,big,2,3,0,0,0,5,0.389336754,1.078363016,1.134793726,0.550359829,1.847146674,0.120853516,0.043441321,0,0,0,0,0,0,0,0
13/09/2018,2018,G,1003,G3,thorax,m,4.76,126.90504,27.20944,9.84636,27.20944,28.4962,14.19504,47.158,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1004,W3,thorax,f,4.54,116.51466,25.10976,9.06844,25.10976,26.4073,12.85216,43.077,big,0,15,0,0,0,15,1.16746339,3.232609527,3.399653743,1.654576343,5.545696996,0.597377275,0.128739165,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1005,W3,thorax,m,5.26,150.51954,31.98144,11.61436,31.98144,33.2437,17.24704,56.433,big,2,16,0,0,0,18,1.388912562,3.824526171,3.975474546,2.062501121,6.748585599,0.500290168,0.119585803,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1006,W3,thorax,m,4.52,115.57008,24.91888,8.99772,24.91888,26.2174,12.73008,42.706,both,3,9,0,0,0,12,0.934261186,2.587404629,2.72223399,1.321803706,4.434296489,0.361171931,0.103833103,0,0,1,0,0,1,0,0.008652759
13/09/2018,2018,W,1007,W3,thorax,f,4.41,110.37489,23.86904,8.60876,23.86904,25.17295,12.05864,40.6655,big,1,6,0,0,0,7,0.545969468,1.51377981,1.596474071,0.764761623,2.579015028,0.251371651,0.063420222,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1008,W3,thorax,f,4.48,113.68092,24.53712,8.85628,24.53712,25.8376,12.48592,41.964,big,3,8,0,0,0,11,0.856951897,2.374262277,2.500099401,1.20816334,4.060523085,0.326036633,0.09676206,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1009,W3,thorax,f,4.24,102.34596,22.24656,8.00764,22.24656,23.5588,11.02096,37.512,big,1,6,0,0,0,7,0.547686299,1.521563919,1.61131519,0.753783735,2.565650857,0.26970462,0.06839547,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1010,W3,thorax,f,3.96,89.12184,19.57424,7.01756,19.57424,20.9002,9.31184,32.318,big,0,2,0,0,0,2,0.157482386,0.439269207,0.469025325,0.208968756,0.725254326,0.102175104,0.022441188,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1011,W3,thorax,f,4.29,104.70741,22.72376,8.18444,22.72376,24.03355,11.32616,38.4395,big,3,15,0,0,0,18,1.406967473,3.906387141,4.131550002,1.947053031,6.608042353,0.660102025,0.171907604,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1012,W3,thorax,m,5.32,153.35328,32.55408,11.82652,32.55408,33.8134,17.61328,57.546,big,1,15,0,0,0,16,1.233911136,3.396505637,3.527895849,1.837668422,6.004018955,0.460771737,0.104334254,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1013,W3,thorax,f,4.88,132.57252,28.35472,10.27068,28.35472,29.6356,14.92752,49.384,big,1,11,0,0,0,12,0.929665967,2.566569905,2.682510674,1.351186807,4.470066647,0.387942466,0.090516496,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1014,W3,thorax,m,4.78,127.84962,27.40032,9.91708,27.40032,28.6861,14.31712,47.529,big,1,1,0,0,0,2,0.155136636,0.428633577,0.448747521,0.223968128,0.743514138,0.036495924,0.015643379,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1015,W3,thorax,m,4.55,116.98695,25.2052,9.1038,25.2052,26.50225,12.9132,43.2625,both,2,12,0,0,0,14,1.089465107,3.016343276,3.171563153,1.545341596,5.177286868,0.476092235,0.119671468,0,0,1,0,0,1,0,0.008547962
13/09/2018,2018,W,1016,W4,thorax,m,4.25,102.81825,22.342,8.043,22.342,23.65375,11.082,37.6975,big,2,1,0,0,0,3,0.234676237,0.651888162,0.690162009,0.323347266,1.099926326,0.04475875,0.029177699,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1017,W4,thorax,m,5.35,154.77015,32.8404,11.9326,32.8404,34.09825,17.7964,58.1025,big,4,2,0,0,0,6,0.462593078,1.273129218,1.321892497,0.689915982,2.252469226,0.060900598,0.038767165,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1018,W4,thorax,f,4.95,135.87855,29.0228,10.5182,29.0228,30.30025,15.3548,50.6825,big,1,5,0,0,0,6,0.464452999,1.281562101,1.337970563,0.678023132,2.237991206,0.172278347,0.04415708,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1019,W4,thorax,f,4.69,123.59901,26.54136,9.59884,26.54136,27.83155,13.76776,45.8595,big,2,3,0,0,0,5,0.388305699,1.073688212,1.125880782,0.556952681,1.855172626,0.113031133,0.040453398,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1020,W4,thorax,m,3.89,85.81581,18.90616,6.77004,18.90616,20.23555,8.88456,31.0195,big,2,1,0,0,0,3,0.236671075,0.660932758,0.707406363,0.31059172,1.084398085,0.052892814,0.034958593,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1021,W4,thorax,f,4.25,102.81825,22.342,8.043,22.342,23.65375,11.082,37.6975,big,0,6,0,0,0,6,0.469352474,1.303776324,1.380324018,0.646694531,2.199852653,0.268552502,0.058355399,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1022,W4,thorax,f,4.97,136.82313,29.21368,10.58892,29.21368,30.49015,15.47688,51.0535,both,0,4,0,0,0,4,0.309565203,0.854056767,0.891374141,0.452463849,1.492540041,0.136922154,0.029234823,0,0,1,0,0,1,0,0.007308706
13/09/2018,2018,W,1023,W4,thorax,m,4.48,113.68092,24.53712,8.85628,24.53712,25.8376,12.48592,41.964,big,2,4,0,0,0,6,0.467428307,1.295052151,1.363690582,0.658998185,2.214830774,0.163018317,0.052779305,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1024,W4,thorax,f,4.53,116.04237,25.01432,9.03308,25.01432,26.31235,12.79112,42.8915,big,2,9,1,2,0,14,1.089801251,3.017867353,3.174468946,1.543192198,5.174670252,0.35979391,0.120645588,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1025,W4,thorax,m,4.54,116.51466,25.10976,9.06844,25.10976,26.4073,12.85216,43.077,big,2,3,0,0,0,5,0.389154463,1.077536509,1.133217914,0.551525448,1.848565665,0.119475455,0.042913055,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1026,W4,thorax,f,4.5,114.6255,24.728,8.927,24.728,26.0275,12.608,42.335,both,2,0,0,0,0,2,0.155759408,0.431457224,0.454131062,0.219985954,0.738666353,0,0.017448125,0,0,2,0,0,2,0,0.017448125
13/09/2018,2018,W,1027,W4,thorax,f,5.04,140.12916,29.88176,10.83644,29.88176,31.1548,15.90416,52.352,big,0,6,0,0,0,6,0.463990792,1.279466458,1.333975027,0.680978606,2.241589117,0.200791386,0.042817641,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1028,W4,thorax,f,4.16,98.56764,21.48304,7.72476,21.48304,22.7992,10.53264,36.028,both,1,4,0,0,0,5,0.391850713,1.089761305,1.15652561,0.534284883,1.827577489,0.186193388,0.050726587,0,0,4,0,0,4,0,0.04058127
13/09/2018,2018,W,1029,W4,thorax,f,4.71,124.54359,26.73224,9.66956,26.73224,28.02145,13.88984,46.2305,big,2,7,0,0,0,9,0.698759687,1.93177473,2.024938016,1.003733392,3.340794175,0.261856096,0.072263856,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1030,W4,thorax,m,4.32,106.12428,23.01008,8.29052,23.01008,24.3184,11.50928,38.996,big,0,1,0,0,0,1,0.07812086,0.216822013,0.2291502,0.10845096,0.367455968,0.043459214,0.009422914,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1031,W4,thorax,m,5.3,152.4087,32.3632,11.7558,32.3632,33.6235,17.4912,57.175,big,0,3,0,0,0,3,0.231400176,0.6370345,0.661842139,0.344295306,1.125427879,0.092697879,0.019683916,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1032,W4,thorax,f,4.2,100.4568,21.8648,7.8662,21.8648,23.179,10.7768,36.77,big,0,2,0,0,0,2,0.156608612,0.435307515,0.461471996,0.214555909,0.732055968,0.091471223,0.019909055,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1033,W4,thorax,m,4.5,114.6255,24.728,8.927,24.728,26.0275,12.608,42.335,big,1,1,1,0,0,3,0.233639112,0.647185836,0.681196592,0.329978931,1.107999529,0.040439987,0.026172187,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1034,W4,thorax,f,4.45,112.26405,24.2508,8.7502,24.2508,25.55275,12.3028,41.4075,big,2,3,0,0,0,5,0.38971514,1.080078618,1.138064679,0.547940325,1.844201238,0.123707259,0.044537855,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1035,W4,thorax,f,4.46,112.73634,24.34624,8.78556,24.34624,25.6477,12.36384,41.593,big,1,4,0,0,0,5,0.389650755,1.079786695,1.137508101,0.548352022,1.844702427,0.164296417,0.044351271,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1036,W4,thorax,f,4.87,132.10023,28.25928,10.23532,28.25928,29.54065,14.86648,49.1985,big,1,3,0,0,0,4,0.30992588,0.855692076,0.894492008,0.450157581,1.489732455,0.106159817,0.030280038,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1037,W4,thorax,m,4.68,123.12672,26.44592,9.56348,26.44592,27.7366,13.70672,45.674,big,2,12,0,0,0,14,1.087405886,3.007006765,3.153762238,1.558508827,5.193316284,0.453756194,0.113703995,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1038,W4,thorax,m,4.56,117.45924,25.30064,9.13916,25.30064,26.5972,12.97424,43.448,big,3,2,0,0,0,5,0.389035379,1.076996582,1.132188494,0.552286904,1.849492641,0.079049384,0.042567958,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1039,W4,thorax,f,5.34,154.29786,32.74496,11.89724,32.74496,34.0033,17.73536,57.917,both,1,5,0,0,0,6,0.462634025,1.273314873,1.322246465,0.689654153,2.252150483,0.152695254,0.038885828,0,0,1,0,0,1,0,0.006480971
13/09/2018,2018,W,1040,W5,thorax,m,4.58,118.40382,25.49152,9.20988,25.49152,26.7871,13.09632,43.819,big,1,30,0,0,0,31,2.411292811,6.674084671,7.013288085,3.428824509,11.47250992,1.176861953,0.261815877,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1041,W5,thorax,f,4.17,99.03993,21.57848,7.76012,21.57848,22.89415,10.59368,36.2135,big,2,20,3,0,0,25,1.958836199,5.446914189,5.779020139,2.674093166,9.141136307,0.926849342,0.252423442,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1042,W5,thorax,f,4.4,109.9026,23.7736,8.5734,23.7736,25.078,11.9976,40.48,big,2,32,0,0,0,34,2.652308499,7.354715903,7.758251397,3.711635576,12.52308863,1.346030891,0.309364838,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1043,W5,thorax,f,5.22,148.63038,31.59968,11.47292,31.59968,32.8639,17.00288,55.691,big,5,64,0,0,0,69,5.326175443,14.66979981,15.25669988,7.893397837,25.85392704,2.025336965,0.464238872,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1044,W5,thorax,m,4.21,100.92909,21.96024,7.90156,21.96024,23.27395,10.83784,36.9555,big,2,16,0,0,0,18,1.409188174,3.916455801,4.150746826,1.932853254,6.590755946,0.728589487,0.178343033,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1045,W5,thorax,f,4.53,116.04237,25.01432,9.03308,25.01432,26.31235,12.79112,42.8915,big,3,48,4,0,0,55,4.281362058,11.85590746,12.471128,6.062540777,20.3290617,1.918900854,0.473964811,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1046,W5,thorax,m,4.33,106.59657,23.10552,8.32588,23.10552,24.41335,11.57032,39.1815,big,4,40,1,0,0,45,3.514790391,9.754051186,10.30615479,4.884438589,16.54056505,1.731188045,0.42215242,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1047,W5,thorax,m,5.64,168.46656,35.60816,12.95804,35.60816,36.8518,19.56656,63.482,big,6,30,1,0,0,37,2.845950437,7.820554536,8.093692897,4.297367501,13.94243463,0.842503516,0.219628156,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1048,W5,thorax,m,4.3,105.1797,22.8192,8.2198,22.8192,24.1285,11.3872,38.625,big,5,35,0,0,0,40,3.126002451,8.678176492,9.176105275,4.330569492,14.68914629,1.533796102,0.380301522,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1049,W5,thorax,m,4.48,113.68092,24.53712,8.85628,24.53712,25.8376,12.48592,41.964,big,3,51,1,1,0,56,4.362664201,12.08715341,12.72777877,6.150649731,20.67175389,2.078483538,0.492606851,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1050,W5,thorax,m,4.35,107.54115,23.2964,8.3966,23.2964,24.60325,11.6924,39.5525,big,2,26,3,0,0,31,2.420418603,6.715461012,7.092175879,3.370471675,11.40147283,1.116052266,0.288261749,0,0,0,0,0,0,0,0
13/09/2018,2018,W,1051,W5,thorax,m,4.92,134.46168,28.73648,10.41212,28.73648,30.0154,15.17168,50.126,big,3,31,5,0,0,39,3.019988148,8.334885597,8.705830538,4.400476924,14.53881879,1.078768172,0.290045461,0,0,0,0,0,0,0,0
4/10/18,2018,G,1052,G1,thorax,f,3.78,80.62062,17.85632,6.38108,17.85632,19.1911,8.21312,28.979,big,1,21,0,1,0,23,1.820437997,5.094172682,5.474967818,2.343094856,8.267326647,1.176054193,0.285286816,0,0,0,0,0,0,0,0
4/10/18,2018,G,1053,G1,thorax,m,5.48,160.90992,34.08112,12.39228,34.08112,35.3326,18.58992,60.514,big,4,44,0,0,0,48,3.696661088,10.16651901,10.53983993,5.545439088,18.05154089,1.291037384,0.298303548,0,0,0,0,0,0,0,0
4/10/18,2018,G,1055,G1,thorax,f,4.78,127.84962,27.40032,9.91708,27.40032,28.6861,14.31712,47.529,big,4,74,1,1,2,82,6.360602089,17.57397668,18.39864835,9.18269323,30.48407966,2.700698386,0.64137852,0,0,0,0,0,0,0,0
4/10/18,2018,G,1056,G1,thorax,m,5.33,153.82557,32.64952,11.86188,32.64952,33.90835,17.67432,57.7315,both,5,46,0,0,0,51,3.932739401,10.82476418,11.24212216,5.859821095,19.14055316,1.408902796,0.331544359,0,0,2,0,0,2,0,0.01300174
4/10/18,2018,G,1057,G2,thorax,f,5.34,154.29786,32.74496,11.89724,32.74496,34.0033,17.73536,57.917,big,5,32,0,1,0,38,2.930015491,8.064327529,8.374227614,4.367809638,14.26361973,0.977249629,0.246276909,0,0,0,0,0,0,0,0
4/10/18,2018,G,1058,G2,thorax,f,4.83,130.21107,27.87752,10.09388,27.87752,29.16085,14.62232,48.4565,big,5,36,2,0,0,43,3.333332873,9.206078715,9.629876707,4.828773468,16.00193824,1.291363077,0.330233059,0,0,0,0,0,0,0,0
4/10/18,2018,G,1059,G2,thorax,f,4.93,134.93397,28.83192,10.44748,28.83192,30.11035,15.23272,50.3115,big,2,39,0,0,0,41,3.174491049,8.760645818,9.149099741,4.628497331,15.28726606,1.35266746,0.303852321,0,0,0,0,0,0,0,0
4/10/18,2018,G,1060,G2,thorax,f,5.17,146.26893,31.12248,11.29612,31.12248,32.38915,16.69768,54.7635,big,2,44,1,0,0,47,3.629736267,10.00045984,10.40747375,5.365397559,17.59693258,1.413769083,0.32132593,0,0,0,0,0,0,0,0
4/10/18,2018,G,1061,G2,thorax,f,5.33,153.82557,32.64952,11.86188,32.64952,33.90835,17.67432,57.7315,big,4,57,0,0,0,61,4.703864774,12.94726696,13.44645984,7.008805623,22.8936028,1.745814334,0.396553057,0,0,0,0,0,0,0,0
4/10/18,2018,G,1062,G3,thorax,f,4.06,93.84474,20.52864,7.37116,20.52864,21.8497,9.92224,34.173,big,3,105,19,9,12,148,11.62485697,32.37516264,34.45857061,15.64809621,53.89331357,5.114805462,1.57707294,0,0,0,0,0,0,0,0
4/10/18,2018,G,1063,G3,thorax,m,3.72,77.78688,17.28368,6.16892,17.28368,18.6214,7.84688,27.866,big,5,56,21,2,0,84,6.661653996,18.66419016,20.1087587,8.473638742,30.0917584,3.24005073,1.079873624,0,0,0,0,0,0,0,0
4/10/18,2018,G,1064,G3,thorax,m,4.34,107.06886,23.20096,8.36124,23.20096,24.5083,11.63136,39.367,big,7,190,25,24,30,276,21.55343991,59.80697805,63.17701337,29.98309088,101.4794778,8.189316304,2.577780318,0,0,0,0,0,0,0,0
4/10/18,2018,G,1066,G3,thorax,m,4.95,135.87855,29.0228,10.5182,29.0228,30.30025,15.3548,50.6825,big,1,68,6,0,0,75,5.805662483,16.01952626,16.72463203,8.475289146,27.97489008,2.342985515,0.5519635,0,0,0,0,0,0,0,0
4/10/18,2018,G,1068,G4,thorax,m,4.57,117.93153,25.39608,9.17452,25.39608,26.69215,13.03528,43.6335,big,0,27,1,0,0,28,2.178268695,6.029687226,6.337407816,3.094913125,10.35972314,1.063156204,0.237425903,0,0,0,0,0,0,0,0
4/10/18,2018,G,1069,G4,thorax,f,5.06,141.07374,30.07264,10.90716,30.07264,31.3447,16.02624,52.723,big,4,24,0,0,0,28,2.164828692,5.968750244,6.221225864,3.180852227,10.46434297,0.798067612,0.198477761,0,0,0,0,0,0,0,0
4/10/18,2018,G,1071,G4,thorax,f,5.07,141.54603,30.16808,10.94252,30.16808,31.43965,16.08728,52.9085,big,2,15,1,1,2,21,1.623450124,4.47578558,4.66443778,2.386735114,7.849591401,0.497214274,0.148361632,0,0,0,0,0,0,0,0
4/10/18,2018,G,1073,G4,thorax,m,4.27,103.76283,22.53288,8.11372,22.53288,23.84365,11.20408,38.0685,big,1,33,5,0,1,40,3.127794413,8.686301251,9.191595873,4.319111188,14.67519727,1.464526505,0.385494497,0,0,0,0,0,0,0,0
4/10/18,2018,G,1074,G4,thorax,m,5.09,142.49061,30.35896,11.01324,30.35896,31.62955,16.20936,53.2795,big,0,19,0,0,0,19,1.468528768,4.048128084,4.217551248,2.161390424,7.104401476,0.625844891,0.13334212,0,0,0,0,0,0,0,0
4/10/18,2018,G,1075,G4,thorax,m,4.85,131.15565,28.0684,10.1646,28.0684,29.35075,14.7444,48.8275,big,2,18,2,0,0,22,1.705006227,4.708182987,4.9232839,2.473220178,8.190306708,0.641290562,0.167739628,0,0,0,0,0,0,0,0
4/10/18,2018,G,1076,G4,thorax,f,4.62,120.29298,25.87328,9.35132,25.87328,27.1669,13.34048,44.561,big,3,34,0,0,0,37,2.876301177,7.958164807,8.356059514,4.103296468,13.70617803,1.314097014,0.307582371,0,0,0,0,0,0,0,0
4/10/18,2018,G,1077,G5,thorax,m,4.47,113.20863,24.44168,8.82092,24.44168,25.74265,12.42488,41.7785,big,0,9,0,0,0,9,0.701256432,1.943094974,2.0465211,0.987768512,3.321358981,0.368223461,0.07949924,0,0,0,0,0,0,0,0
4/10/18,2018,G,1078,G5,thorax,m,4.38,108.95802,23.58272,8.50268,23.58272,24.8881,11.87552,40.109,big,0,11,3,0,0,14,1.092508105,3.030140232,3.197868317,1.525883822,5.153599524,0.466443226,0.128489853,0,0,0,0,0,0,0,0
4/10/18,2018,G,1079,G5,thorax,f,4.71,124.54359,26.73224,9.66956,26.73224,28.02145,13.88984,46.2305,big,1,13,0,0,0,14,1.086959514,3.004982914,3.14990358,1.561363054,5.196790939,0.486304178,0.112410442,0,0,0,0,0,0,0,0
4/10/18,2018,W,1080,W2,thorax,m,4.54,116.51466,25.10976,9.06844,25.10976,26.4073,12.85216,43.077,big,3,22,0,3,0,28,2.179264995,6.034204451,6.346020321,3.088542506,10.35196773,0.876153336,0.240313107,0,0,0,0,0,0,0,0
4/10/18,2018,W,1081,W2,thorax,m,5.22,148.63038,31.59968,11.47292,31.59968,32.8639,17.00288,55.691,big,5,51,0,10,0,66,5.094602597,14.03198243,14.5933651,7.550206627,24.72984325,1.613940394,0.444054573,0,0,0,0,0,0,0,0
4/10/18,2018,W,1082,W2,thorax,f,5.18,146.74122,31.21792,11.33148,31.21792,32.4841,16.75872,54.949,big,4,51,1,0,0,56,4.324366937,11.9135136,12.39671852,6.395533034,20.96986791,1.633677068,0.381624195,0,0,0,0,0,0,0,0
4/10/18,2018,W,1086,W2,thorax,f,5.12,143.90748,30.64528,11.11932,30.64528,31.9144,16.39248,53.836,big,2,81,0,2,0,85,6.567707252,18.10085758,18.85047254,9.682337569,31.79862506,2.643147656,0.590657275,0,0,0,0,0,0,0,0
